Label,NALT_URI
Nostoc ellipsospora,https://lod.nal.usda.gov/nalt/8282_1
Anabaenopsis raciborskii,https://lod.nal.usda.gov/nalt/8286
climbing perch,https://lod.nal.usda.gov/nalt/8289
mare feeding,https://lod.nal.usda.gov/nalt/82898
neonicotine,https://lod.nal.usda.gov/nalt/8290
testosterone congeners,https://lod.nal.usda.gov/nalt/8293
androgen analogs,https://lod.nal.usda.gov/nalt/8295
androgen analogues,https://lod.nal.usda.gov/nalt/8295_1
trenbolone acetate,https://lod.nal.usda.gov/nalt/8298
anabolites,https://lod.nal.usda.gov/nalt/8303
catabolites,https://lod.nal.usda.gov/nalt/8303_1
bush crickets,https://lod.nal.usda.gov/nalt/8305
katydids,https://lod.nal.usda.gov/nalt/8305_1
longhorned grasshoppers,https://lod.nal.usda.gov/nalt/8305_2
Mormon cricket,https://lod.nal.usda.gov/nalt/8306
host suitability,https://lod.nal.usda.gov/nalt/831
Blepharocaryaceae,https://lod.nal.usda.gov/nalt/8312
Cassuviaceae,https://lod.nal.usda.gov/nalt/8312_1
Julianiaceae,https://lod.nal.usda.gov/nalt/8312_2
Pistaciaceae,https://lod.nal.usda.gov/nalt/8312_3
Podoaceae,https://lod.nal.usda.gov/nalt/8312_4
Spondiadaceae,https://lod.nal.usda.gov/nalt/8312_5
Cassuvium,https://lod.nal.usda.gov/nalt/8314
Rhinocarpus,https://lod.nal.usda.gov/nalt/8314_1
Coniogeton,https://lod.nal.usda.gov/nalt/8316
Dasycarya,https://lod.nal.usda.gov/nalt/8318
Lanneoma,https://lod.nal.usda.gov/nalt/8319
Odina,https://lod.nal.usda.gov/nalt/8319_1
Scassellatia,https://lod.nal.usda.gov/nalt/8319_2
Lithrea,https://lod.nal.usda.gov/nalt/8320
Phanrangia,https://lod.nal.usda.gov/nalt/8322
Terebinthus,https://lod.nal.usda.gov/nalt/8324
Duckera,https://lod.nal.usda.gov/nalt/8325
Neostyphonia,https://lod.nal.usda.gov/nalt/8325_1
Schmaltzia,https://lod.nal.usda.gov/nalt/8325_2
Schmalzia,https://lod.nal.usda.gov/nalt/8325_3
Terminthia,https://lod.nal.usda.gov/nalt/8325_4
Trujanoa,https://lod.nal.usda.gov/nalt/8325_5
Quebrachia,https://lod.nal.usda.gov/nalt/8326
Duvaua,https://lod.nal.usda.gov/nalt/8327
adult insects,https://lod.nal.usda.gov/nalt/83274
imagines,https://lod.nal.usda.gov/nalt/83274_1
Melanocommia,https://lod.nal.usda.gov/nalt/8329
Nothopegiopsis,https://lod.nal.usda.gov/nalt/8329_1
Oncocarpus,https://lod.nal.usda.gov/nalt/8329_2
Allospondias,https://lod.nal.usda.gov/nalt/8330
Skoliostigma,https://lod.nal.usda.gov/nalt/8330_1
immunostimulation (physiology),https://lod.nal.usda.gov/nalt/83308
Anacardium microcarpum,https://lod.nal.usda.gov/nalt/8332
Anacardium othonianum,https://lod.nal.usda.gov/nalt/8332_1
cashew apple,https://lod.nal.usda.gov/nalt/8334
cashews (fruit),https://lod.nal.usda.gov/nalt/8334_1
cashews (nuts),https://lod.nal.usda.gov/nalt/8335
host parasite relationships,https://lod.nal.usda.gov/nalt/834
host-parasite interactions,https://lod.nal.usda.gov/nalt/834_1
parasite host relationships,https://lod.nal.usda.gov/nalt/834_2
parasite-host interactions,https://lod.nal.usda.gov/nalt/834_3
parasite-host relationships,https://lod.nal.usda.gov/nalt/834_4
Anacharis densa,https://lod.nal.usda.gov/nalt/8340
Brazilian elodea,https://lod.nal.usda.gov/nalt/8340_1
Brazilian waterweed,https://lod.nal.usda.gov/nalt/8340_2
Elodea densa,https://lod.nal.usda.gov/nalt/8340_3
dense waterweed,https://lod.nal.usda.gov/nalt/8340_4
leafy elodea,https://lod.nal.usda.gov/nalt/8340_5
Anacystis nidulans (unspecified),https://lod.nal.usda.gov/nalt/8342
Anacystis nidulans R2,https://lod.nal.usda.gov/nalt/8344
Synechococcus elongatus PCC 7942,https://lod.nal.usda.gov/nalt/8344_1
Anacystis nidulans SAUG 1402-1,https://lod.nal.usda.gov/nalt/8346
Synechococcus PCC 6301,https://lod.nal.usda.gov/nalt/8346_1
Synechococcus sp. ATCC 27144,https://lod.nal.usda.gov/nalt/8346_2
host pathogen relationships,https://lod.nal.usda.gov/nalt/835
host-pathogen interactions,https://lod.nal.usda.gov/nalt/835_1
pathogen host relationships,https://lod.nal.usda.gov/nalt/835_2
pathogen-host relationships,https://lod.nal.usda.gov/nalt/835_3
virus-host interactions,https://lod.nal.usda.gov/nalt/835_4
Diectomis,https://lod.nal.usda.gov/nalt/8350
Monium,https://lod.nal.usda.gov/nalt/8350_1
Pobeguinea,https://lod.nal.usda.gov/nalt/8350_2
ant larvae,https://lod.nal.usda.gov/nalt/83502
bee larvae,https://lod.nal.usda.gov/nalt/83502_1
beetle larvae,https://lod.nal.usda.gov/nalt/83502_2
butterfly larvae,https://lod.nal.usda.gov/nalt/83502_3
caterpillars,https://lod.nal.usda.gov/nalt/83502_4
fly larvae,https://lod.nal.usda.gov/nalt/83502_5
grubs,https://lod.nal.usda.gov/nalt/83502_6
honey bee larvae,https://lod.nal.usda.gov/nalt/83502_7
insect larva,https://lod.nal.usda.gov/nalt/83502_8
maggots,https://lod.nal.usda.gov/nalt/83502_9
midge larvae,https://lod.nal.usda.gov/nalt/83502_10
mosquito larvae,https://lod.nal.usda.gov/nalt/83502_11
moth larvae,https://lod.nal.usda.gov/nalt/83502_12
silkworm larvae,https://lod.nal.usda.gov/nalt/83502_13
anadromy,https://lod.nal.usda.gov/nalt/8352
diadromy,https://lod.nal.usda.gov/nalt/8355
Pacific salmons,https://lod.nal.usda.gov/nalt/8356
Pacific trouts,https://lod.nal.usda.gov/nalt/8356_1
Siphonocladales,https://lod.nal.usda.gov/nalt/8358
anaemia,https://lod.nal.usda.gov/nalt/8363
aplastic anaemia,https://lod.nal.usda.gov/nalt/8363_1
aplastic anemia,https://lod.nal.usda.gov/nalt/8363_2
macrocytic anaemia,https://lod.nal.usda.gov/nalt/8363_3
macrocytic anemia,https://lod.nal.usda.gov/nalt/8363_4
megaloblastic anaemia,https://lod.nal.usda.gov/nalt/8363_5
megaloblastic anemia,https://lod.nal.usda.gov/nalt/8363_6
nutritional anaemia,https://lod.nal.usda.gov/nalt/8363_7
nutritional anemia,https://lod.nal.usda.gov/nalt/8363_8
pernicious anemia,https://lod.nal.usda.gov/nalt/8363_9
Anaerovibrio burkinabensis,https://lod.nal.usda.gov/nalt/8365
Clostridium polyendosporus,https://lod.nal.usda.gov/nalt/8368
propagules (microorganisms),https://lod.nal.usda.gov/nalt/837
anaerobic bioreactors,https://lod.nal.usda.gov/nalt/8373
JSRV (Jaagsiekte sheep retrovirus),https://lod.nal.usda.gov/nalt/83738
OPAV (Ovine pulmonary adenocarcinoma virus),https://lod.nal.usda.gov/nalt/83738_1
Ovine pulmonary adenocarcinoma virus,https://lod.nal.usda.gov/nalt/83738_2
anaerobic co-digestion,https://lod.nal.usda.gov/nalt/8374
anaerobic metabolism,https://lod.nal.usda.gov/nalt/8375
anaerobic respiration,https://lod.nal.usda.gov/nalt/8375_1
anoxic conditions,https://lod.nal.usda.gov/nalt/8377
hypoxic conditions,https://lod.nal.usda.gov/nalt/8377_1
infectious agents,https://lod.nal.usda.gov/nalt/838
infectious pathogens,https://lod.nal.usda.gov/nalt/838_1
optical dissolved oxygen,https://lod.nal.usda.gov/nalt/8380
dioxygen,https://lod.nal.usda.gov/nalt/8381
biochemical reactors,https://lod.nal.usda.gov/nalt/8384
vermin,https://lod.nal.usda.gov/nalt/839
bioenergetics,https://lod.nal.usda.gov/nalt/8391
Bryophyllum daigremontianum,https://lod.nal.usda.gov/nalt/83932
Bryophyllum delagoense,https://lod.nal.usda.gov/nalt/83934
Bryophyllum tubiflorum,https://lod.nal.usda.gov/nalt/83934_1
Bryophyllum verticillatum,https://lod.nal.usda.gov/nalt/83934_2
Kalanchoe delagoensis,https://lod.nal.usda.gov/nalt/83934_3
Kalanchoe verticillata,https://lod.nal.usda.gov/nalt/83934_4
Anaerobranca bogoriae,https://lod.nal.usda.gov/nalt/8395
Anaerocellum thermophilum,https://lod.nal.usda.gov/nalt/8399
host-adapted strains,https://lod.nal.usda.gov/nalt/840
kidney function testing,https://lod.nal.usda.gov/nalt/84007
renal function testing,https://lod.nal.usda.gov/nalt/84007_1
renal function tests,https://lod.nal.usda.gov/nalt/84007_2
Selenomonas acidaminophila,https://lod.nal.usda.gov/nalt/8406
Archangiaceae,https://lod.nal.usda.gov/nalt/8409
Anaerovibrio glycerini,https://lod.nal.usda.gov/nalt/8415
Dasyscypha willkommii,https://lod.nal.usda.gov/nalt/84173
Dasyscyphus willkommii,https://lod.nal.usda.gov/nalt/84173_1
Trichoscyphella willkommii,https://lod.nal.usda.gov/nalt/84173_2
Anaerovibrio lipolytica,https://lod.nal.usda.gov/nalt/8418
anaesthetic agents,https://lod.nal.usda.gov/nalt/8422
anaesthetics,https://lod.nal.usda.gov/nalt/8422_1
anesthetic agents,https://lod.nal.usda.gov/nalt/8422_2
Aegicerataceae,https://lod.nal.usda.gov/nalt/8424
Anagallidaceae,https://lod.nal.usda.gov/nalt/8424_1
Ardisiaceae,https://lod.nal.usda.gov/nalt/8424_2
Coridaceae,https://lod.nal.usda.gov/nalt/8424_3
Embeliaceae,https://lod.nal.usda.gov/nalt/8424_4
Hottoniaceae,https://lod.nal.usda.gov/nalt/8424_5
Lysimachiaceae,https://lod.nal.usda.gov/nalt/8424_6
Maesaceae,https://lod.nal.usda.gov/nalt/8424_7
Myrsinaceae,https://lod.nal.usda.gov/nalt/8424_8
Samolaceae,https://lod.nal.usda.gov/nalt/8424_9
Theophrastaceae,https://lod.nal.usda.gov/nalt/8424_10
Anagasta,https://lod.nal.usda.gov/nalt/8427
Anagasta kuehniella,https://lod.nal.usda.gov/nalt/8429
Mediterranean flour moth,https://lod.nal.usda.gov/nalt/8429_1
lamb fattening,https://lod.nal.usda.gov/nalt/84295
cartilaginous fishes,https://lod.nal.usda.gov/nalt/843
chimaeras (chondrichthyans),https://lod.nal.usda.gov/nalt/843_1
chondrichthyans,https://lod.nal.usda.gov/nalt/843_2
Betonica annua,https://lod.nal.usda.gov/nalt/84302
AcMNPV (Autographa californica multiple nucleopolyhedrovirus),https://lod.nal.usda.gov/nalt/8432
Anagrapha falcifera MNPV,https://lod.nal.usda.gov/nalt/8432_1
Anagrapha falciferam nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_2
Autographa californica M nuclear polyhedrosis virus,https://lod.nal.usda.gov/nalt/8432_3
Autographa californica M nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_4
Autographa californica MNPV,https://lod.nal.usda.gov/nalt/8432_5
Autographa californica multicapsid nuclear polyhedrosis virus,https://lod.nal.usda.gov/nalt/8432_6
Autographa californica multicapsid nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_7
Autographa californica multinucleocapsid nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_8
Autographa californica multinucleocapsid polyhedrovirus,https://lod.nal.usda.gov/nalt/8432_9
Autographa californica multiple nuclear polyhedrosis virus,https://lod.nal.usda.gov/nalt/8432_10
Autographa californica nuclear polyhedrosis virus,https://lod.nal.usda.gov/nalt/8432_11
Autographa californica nucleopolyhedrosis virus,https://lod.nal.usda.gov/nalt/8432_12
Galleria mellonella MNPV,https://lod.nal.usda.gov/nalt/8432_13
Galleria mellonella multiple nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_14
Rachiplusia ou MNPV,https://lod.nal.usda.gov/nalt/8432_15
Rachiplusia ou multiple nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_16
Spodoptera exempta MNPV,https://lod.nal.usda.gov/nalt/8432_17
Spodoptera exempta multiple nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_18
Trichoplusia ni MNPV,https://lod.nal.usda.gov/nalt/8432_19
Trichoplusia ni multiple nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_20
autographa californica multiple nucleocapsid nucleopolyhedrovirus,https://lod.nal.usda.gov/nalt/8432_21
lanthanoid series elements,https://lod.nal.usda.gov/nalt/84343
lanthanoids,https://lod.nal.usda.gov/nalt/84343_1
anal sacs,https://lod.nal.usda.gov/nalt/8437
Latin Americans,https://lod.nal.usda.gov/nalt/84400
anal sphincter,https://lod.nal.usda.gov/nalt/8441
pain relief,https://lod.nal.usda.gov/nalt/8442
analgesic activity,https://lod.nal.usda.gov/nalt/8443
analgesic properties,https://lod.nal.usda.gov/nalt/8443_1
antinociceptive activity,https://lod.nal.usda.gov/nalt/8443_2
antinociceptive effect,https://lod.nal.usda.gov/nalt/8443_3
pain-relieving effect,https://lod.nal.usda.gov/nalt/8443_4
anaesthesia,https://lod.nal.usda.gov/nalt/8444
animal testing refinement,https://lod.nal.usda.gov/nalt/8445
leaf cutter bees,https://lod.nal.usda.gov/nalt/84466
leaf cutting bees,https://lod.nal.usda.gov/nalt/84466_1
leaf-cutter bees,https://lod.nal.usda.gov/nalt/84466_2
leaf-cutting bees,https://lod.nal.usda.gov/nalt/84466_3
leafcutting bees,https://lod.nal.usda.gov/nalt/84466_4
bony fishes,https://lod.nal.usda.gov/nalt/845
finfish,https://lod.nal.usda.gov/nalt/845_1
finfishes,https://lod.nal.usda.gov/nalt/845_2
fishes,https://lod.nal.usda.gov/nalt/845_3
ichthyofauna,https://lod.nal.usda.gov/nalt/845_4
pisces,https://lod.nal.usda.gov/nalt/845_5
therapeutic properties,https://lod.nal.usda.gov/nalt/8450
phenazone,https://lod.nal.usda.gov/nalt/8451
buprenorphine hydrochloride,https://lod.nal.usda.gov/nalt/8452
xylazine hydrochloride,https://lod.nal.usda.gov/nalt/8459
ANOVA (analysis of variance),https://lod.nal.usda.gov/nalt/8463
analyses of variance,https://lod.nal.usda.gov/nalt/8463_1
statistical methods,https://lod.nal.usda.gov/nalt/8465
statistical tests,https://lod.nal.usda.gov/nalt/8465_1
analytical techniques,https://lod.nal.usda.gov/nalt/8468
diagnostic kits,https://lod.nal.usda.gov/nalt/8469
rapid test kits,https://lod.nal.usda.gov/nalt/8469_1
scientific kits,https://lod.nal.usda.gov/nalt/8469_2
test kits,https://lod.nal.usda.gov/nalt/8469_3
titration kits,https://lod.nal.usda.gov/nalt/8469_4
plant by-products,https://lod.nal.usda.gov/nalt/847
chromatographic techniques,https://lod.nal.usda.gov/nalt/8475
colorimeter,https://lod.nal.usda.gov/nalt/8476
Cystodiaceae,https://lod.nal.usda.gov/nalt/84769
Lindsaeoids,https://lod.nal.usda.gov/nalt/84769_1
Lonchitidaceae,https://lod.nal.usda.gov/nalt/84769_2
DRIS (Diagnosis and Recommendation Integrated System),https://lod.nal.usda.gov/nalt/8478
electromagnetic induction methods,https://lod.nal.usda.gov/nalt/8479
plant-derived products,https://lod.nal.usda.gov/nalt/848
electronic sensors,https://lod.nal.usda.gov/nalt/8480
energy dispersive X-ray analysis,https://lod.nal.usda.gov/nalt/8482
fibre optics,https://lod.nal.usda.gov/nalt/8483
fluorescence-activated cell sorting,https://lod.nal.usda.gov/nalt/8484
micro-flow cytometer,https://lod.nal.usda.gov/nalt/8484_1
microflow cytometry,https://lod.nal.usda.gov/nalt/8484_2
isotope dilution,https://lod.nal.usda.gov/nalt/8487
hepatic function tests,https://lod.nal.usda.gov/nalt/84877
liver function testing,https://lod.nal.usda.gov/nalt/84877_1
Kjeldahl technique,https://lod.nal.usda.gov/nalt/8488
MRI (magnetic resonance imaging),https://lod.nal.usda.gov/nalt/8489
functional magnetic resonance imaging,https://lod.nal.usda.gov/nalt/8489_1
magnetic resonance imagery,https://lod.nal.usda.gov/nalt/8489_2
forestry residues,https://lod.nal.usda.gov/nalt/849
plant wastes (green plants),https://lod.nal.usda.gov/nalt/849_1
tree residues,https://lod.nal.usda.gov/nalt/849_2
spectrography,https://lod.nal.usda.gov/nalt/8493
spectrometry,https://lod.nal.usda.gov/nalt/8493_1
spectrophotometry,https://lod.nal.usda.gov/nalt/8493_2
thermal gravimetric analysis,https://lod.nal.usda.gov/nalt/8495
thermogravimetric analysis,https://lod.nal.usda.gov/nalt/8495_1
viscosimetry,https://lod.nal.usda.gov/nalt/8497
diagnostic methods,https://lod.nal.usda.gov/nalt/8499
diagnostic tests,https://lod.nal.usda.gov/nalt/8499_1
plant secretions,https://lod.nal.usda.gov/nalt/850
asexual stage (fungi),https://lod.nal.usda.gov/nalt/8501
asexual state (fungi),https://lod.nal.usda.gov/nalt/8501_1
synanamorphs,https://lod.nal.usda.gov/nalt/8501_2
LDL cholesterol,https://lod.nal.usda.gov/nalt/85017
morphotypes,https://lod.nal.usda.gov/nalt/8504
phialoconidia,https://lod.nal.usda.gov/nalt/8505
gills (mushrooms),https://lod.nal.usda.gov/nalt/8506
Ananassa,https://lod.nal.usda.gov/nalt/8507
plant parts,https://lod.nal.usda.gov/nalt/851
Patasson,https://lod.nal.usda.gov/nalt/8513
anaphylactic reactions,https://lod.nal.usda.gov/nalt/8516
anaphylactic shock,https://lod.nal.usda.gov/nalt/8516_1
Type I hypersensitivity,https://lod.nal.usda.gov/nalt/8518
Ehrlichia bovis,https://lod.nal.usda.gov/nalt/8521
Rickettsia bovis,https://lod.nal.usda.gov/nalt/8521_1
Anaplasma marginale ssp. centrale,https://lod.nal.usda.gov/nalt/8522
Anaplasma marginale subsp. centrale,https://lod.nal.usda.gov/nalt/8522_1
Anaplasma argentium,https://lod.nal.usda.gov/nalt/8523
Anaplasma rossicum,https://lod.nal.usda.gov/nalt/8523_1
Anaplasma theileri,https://lod.nal.usda.gov/nalt/8523_2
Ehrlichia platys,https://lod.nal.usda.gov/nalt/8525
male infertility,https://lod.nal.usda.gov/nalt/85287
cuticular wax,https://lod.nal.usda.gov/nalt/853
market year,https://lod.nal.usda.gov/nalt/85429
HGE (human granulocytic ehlichiosis),https://lod.nal.usda.gov/nalt/8543
animal bacterial diseases,https://lod.nal.usda.gov/nalt/8545
animal bacterial infections,https://lod.nal.usda.gov/nalt/8545_1
bacterial diseases of animals,https://lod.nal.usda.gov/nalt/8545_2
bacterial infections of animals,https://lod.nal.usda.gov/nalt/8545_3
bacterioses,https://lod.nal.usda.gov/nalt/8545_4
human bacterial diseases,https://lod.nal.usda.gov/nalt/8545_5
wolffishes,https://lod.nal.usda.gov/nalt/8547
gelechiid moths,https://lod.nal.usda.gov/nalt/8550
peach twig borer,https://lod.nal.usda.gov/nalt/8551
anatids,https://lod.nal.usda.gov/nalt/8554
meat producing animals,https://lod.nal.usda.gov/nalt/85542
mallard,https://lod.nal.usda.gov/nalt/8555
horned squash bug,https://lod.nal.usda.gov/nalt/8559
squash bug,https://lod.nal.usda.gov/nalt/8561
South American fruit fly,https://lod.nal.usda.gov/nalt/8566
Chionographidaceae,https://lod.nal.usda.gov/nalt/85663
Heloniadaceae,https://lod.nal.usda.gov/nalt/85663_1
Paridaceae,https://lod.nal.usda.gov/nalt/85663_2
Trilliaceae,https://lod.nal.usda.gov/nalt/85663_3
Veratraceae,https://lod.nal.usda.gov/nalt/85663_4
Xerophyllaceae,https://lod.nal.usda.gov/nalt/85663_5
death camas,https://lod.nal.usda.gov/nalt/85663_6
South American cucurbit fruit fly,https://lod.nal.usda.gov/nalt/8567
Acrotoxa ludens,https://lod.nal.usda.gov/nalt/8568
Anastrepha lathana,https://lod.nal.usda.gov/nalt/8568_1
Mexican fruit fly,https://lod.nal.usda.gov/nalt/8568_2
Trypeta ludens,https://lod.nal.usda.gov/nalt/8568_3
Anastrepha mombinpraeoptans,https://lod.nal.usda.gov/nalt/8569
West Indian fruit fly,https://lod.nal.usda.gov/nalt/8569_1
bleeding sap,https://lod.nal.usda.gov/nalt/857
guava fruitfly,https://lod.nal.usda.gov/nalt/8572
Caribbean fruit fly,https://lod.nal.usda.gov/nalt/8573
Caribbean fruitfly,https://lod.nal.usda.gov/nalt/8573_1
Embryophyta,https://lod.nal.usda.gov/nalt/858
Metaphyta,https://lod.nal.usda.gov/nalt/858_1
mule ducks,https://lod.nal.usda.gov/nalt/8583
goose,https://lod.nal.usda.gov/nalt/8584
morphology and anatomy,https://lod.nal.usda.gov/nalt/8586
body shape (animals),https://lod.nal.usda.gov/nalt/8589
physiognomy (animals),https://lod.nal.usda.gov/nalt/8589_1
physiognomy (individual plants),https://lod.nal.usda.gov/nalt/8591
biological polymorphism,https://lod.nal.usda.gov/nalt/8592
viral structure,https://lod.nal.usda.gov/nalt/8593
virus structure,https://lod.nal.usda.gov/nalt/8593_1
blue-green algal toxins,https://lod.nal.usda.gov/nalt/8597
cyanotoxins,https://lod.nal.usda.gov/nalt/8597_1
Cycadophyta,https://lod.nal.usda.gov/nalt/860
cycads,https://lod.nal.usda.gov/nalt/860_1
biting flies,https://lod.nal.usda.gov/nalt/8603
bloodsucking insects,https://lod.nal.usda.gov/nalt/8603_1
haematophagous insects,https://lod.nal.usda.gov/nalt/8603_2
anaxyelid wasps,https://lod.nal.usda.gov/nalt/8606
anaxyelids,https://lod.nal.usda.gov/nalt/8606_1
ancestors,https://lod.nal.usda.gov/nalt/8608
genetic relatedness,https://lod.nal.usda.gov/nalt/8609
mining tailings,https://lod.nal.usda.gov/nalt/86132
anchored water hyacinth,https://lod.nal.usda.gov/nalt/8614
Anchusa italica,https://lod.nal.usda.gov/nalt/8618
Italian alkanet,https://lod.nal.usda.gov/nalt/8618_1
Equisetopsida,https://lod.nal.usda.gov/nalt/862
Filicopsida,https://lod.nal.usda.gov/nalt/862_1
Marattiopsida,https://lod.nal.usda.gov/nalt/862_2
Psilopsida,https://lod.nal.usda.gov/nalt/862_3
Psilotopsida,https://lod.nal.usda.gov/nalt/862_4
Anchusa myosotidiflora,https://lod.nal.usda.gov/nalt/8624
Myosotis macrophylla,https://lod.nal.usda.gov/nalt/8624_1
Siberian bugloss,https://lod.nal.usda.gov/nalt/8624_2
filefishes,https://lod.nal.usda.gov/nalt/86249
Ancistrocactus,https://lod.nal.usda.gov/nalt/8635
Echinomastus,https://lod.nal.usda.gov/nalt/8635_1
Toumeya,https://lod.nal.usda.gov/nalt/8635_2
strawberry leafroller,https://lod.nal.usda.gov/nalt/8637
Ancylobacter group,https://lod.nal.usda.gov/nalt/8640
Microcyclus aquaticus,https://lod.nal.usda.gov/nalt/8641
Hepaticae,https://lod.nal.usda.gov/nalt/865
muscle atrophy,https://lod.nal.usda.gov/nalt/86516
Ancyromonas ruminantium,https://lod.nal.usda.gov/nalt/8657
Selenomastix ruminantium,https://lod.nal.usda.gov/nalt/8657_1
Spirillum ruminantium,https://lod.nal.usda.gov/nalt/8657_2
Andaman Islands,https://lod.nal.usda.gov/nalt/8658
Nicobar Islands,https://lod.nal.usda.gov/nalt/8658_1
South Asian countries,https://lod.nal.usda.gov/nalt/8660
APLV (Andean potato latent virus),https://lod.nal.usda.gov/nalt/8661
Potato Andean latent virus,https://lod.nal.usda.gov/nalt/8661_1
Turnip yellow mosaic virus group,https://lod.nal.usda.gov/nalt/8662
tymovirus group,https://lod.nal.usda.gov/nalt/8662_1
tymoviruses,https://lod.nal.usda.gov/nalt/8662_2
APMV (Andean potato mottle virus),https://lod.nal.usda.gov/nalt/8664
APMoV (Andean potato mottle virus),https://lod.nal.usda.gov/nalt/8664_1
Andean potato mottle comovirus,https://lod.nal.usda.gov/nalt/8664_2
Potato Andean mottle virus,https://lod.nal.usda.gov/nalt/8664_3
Cowpea mosaic virus group,https://lod.nal.usda.gov/nalt/8665
comovirus group,https://lod.nal.usda.gov/nalt/8665_1
comoviruses,https://lod.nal.usda.gov/nalt/8665_2
Andhra Pradesh,https://lod.nal.usda.gov/nalt/8667
Arunachal Pradesh,https://lod.nal.usda.gov/nalt/8667_1
Assam,https://lod.nal.usda.gov/nalt/8667_2
Bihar,https://lod.nal.usda.gov/nalt/8667_3
Chandigarh,https://lod.nal.usda.gov/nalt/8667_4
"Chennai, Tamil Nadu",https://lod.nal.usda.gov/nalt/8667_5
Dadra and Nagar Haveli,https://lod.nal.usda.gov/nalt/8667_6
Delhi,https://lod.nal.usda.gov/nalt/8667_7
"Goa, Daman and Diu",https://lod.nal.usda.gov/nalt/8667_8
Gujarat,https://lod.nal.usda.gov/nalt/8667_9
Haryana,https://lod.nal.usda.gov/nalt/8667_10
Himachal Pradesh,https://lod.nal.usda.gov/nalt/8667_11
Indian Punjab,https://lod.nal.usda.gov/nalt/8667_12
Jammu and Kashmir,https://lod.nal.usda.gov/nalt/8667_13
Karnataka,https://lod.nal.usda.gov/nalt/8667_14
Kashmir,https://lod.nal.usda.gov/nalt/8667_15
Kerala,https://lod.nal.usda.gov/nalt/8667_16
Lakshadweep,https://lod.nal.usda.gov/nalt/8667_17
Madhya Pradesh,https://lod.nal.usda.gov/nalt/8667_18
Madras,https://lod.nal.usda.gov/nalt/8667_19
Maharashtra,https://lod.nal.usda.gov/nalt/8667_20
Manipur,https://lod.nal.usda.gov/nalt/8667_21
Meghalaya,https://lod.nal.usda.gov/nalt/8667_22
Mizoram,https://lod.nal.usda.gov/nalt/8667_23
Mysore,https://lod.nal.usda.gov/nalt/8667_24
Nagaland,https://lod.nal.usda.gov/nalt/8667_25
Orissa,https://lod.nal.usda.gov/nalt/8667_26
Pondicherry,https://lod.nal.usda.gov/nalt/8667_27
"Punjab, Indian",https://lod.nal.usda.gov/nalt/8667_28
Rajasthan,https://lod.nal.usda.gov/nalt/8667_29
Sikkim,https://lod.nal.usda.gov/nalt/8667_30
Tamil Nadu,https://lod.nal.usda.gov/nalt/8667_31
Tripura,https://lod.nal.usda.gov/nalt/8667_32
Uttar Pradesh,https://lod.nal.usda.gov/nalt/8667_33
West Bengal,https://lod.nal.usda.gov/nalt/8667_34
monocots,https://lod.nal.usda.gov/nalt/867
monocotyledons,https://lod.nal.usda.gov/nalt/867_1
Callandrena,https://lod.nal.usda.gov/nalt/8679
Melandrena,https://lod.nal.usda.gov/nalt/8679_1
Tylandrena,https://lod.nal.usda.gov/nalt/8679_2
mining bees,https://lod.nal.usda.gov/nalt/8679_3
Isoetopsida,https://lod.nal.usda.gov/nalt/868
club mosses,https://lod.nal.usda.gov/nalt/868_1
andrenid bees,https://lod.nal.usda.gov/nalt/8683
apoids,https://lod.nal.usda.gov/nalt/8685
Nomadopsis,https://lod.nal.usda.gov/nalt/8686
Spinoliella,https://lod.nal.usda.gov/nalt/8686_1
dicots,https://lod.nal.usda.gov/nalt/869
dicotyledonous plants,https://lod.nal.usda.gov/nalt/869_1
dicotyledons,https://lod.nal.usda.gov/nalt/869_2
nitrogen cycling,https://lod.nal.usda.gov/nalt/86995
pollen grains,https://lod.nal.usda.gov/nalt/8701
pollinium,https://lod.nal.usda.gov/nalt/8702
Nitrosospira multiformis,https://lod.nal.usda.gov/nalt/87026
embryo development,https://lod.nal.usda.gov/nalt/8708
embryonic development,https://lod.nal.usda.gov/nalt/8708_1
Haemolaelaps,https://lod.nal.usda.gov/nalt/8714
Andromedaceae,https://lod.nal.usda.gov/nalt/8718
Arbutaceae,https://lod.nal.usda.gov/nalt/8718_1
Arctostaphylaceae,https://lod.nal.usda.gov/nalt/8718_2
Azaleaceae,https://lod.nal.usda.gov/nalt/8718_3
Diplarchaceae,https://lod.nal.usda.gov/nalt/8718_4
Empetraceae,https://lod.nal.usda.gov/nalt/8718_5
Epacridaceae,https://lod.nal.usda.gov/nalt/8718_6
Hypopityaceae,https://lod.nal.usda.gov/nalt/8718_7
Kalmiaceae,https://lod.nal.usda.gov/nalt/8718_8
Ledaceae,https://lod.nal.usda.gov/nalt/8718_9
Menziesiaceae,https://lod.nal.usda.gov/nalt/8718_10
Monotropaceae,https://lod.nal.usda.gov/nalt/8718_11
